text,label,clean_text,token_length
Powell Says U.S. Can't Hunt Iran Nukes in Caves. WASHINGTON (Reuters) - Secretary of State Colin Powell said on Friday that Washington had no way to force Iran to allow U.N. inspectors unrestricted access to suspected nuclear sites despite U.S. doubts Tehran would come clean on its own.,World,powell say not hunt iran nuke cave washington reuters secretary state colin powell say friday washington way force iran allow un inspector unrestricte access suspect nuclear site despite doubt tehran come clean,32
"England, Germany Win Cup Qualifying Preps (AP). AP - Looking to rebound after poor showings in Euro 2004, England and Germany won tuneup games Wednesday in preparation for qualifiers for the 2006 World Cup.",Sports,england germany win cup qualifying prep ap ap look rebound poor showing euro england germany win tuneup games wednesday preparation qualifier world cup,23
"Space Capsule Crashes in Utah. The Genesis space capsule, which promised scientists potential clues to the origin of the solar system, crashed to Earth today.",World,space capsule crash utah genesis space capsule promise scientist potential clue origin solar system crash earth today,17
WINDOWS XP SERVICE PACK 2 Answer guide. Microsoft is making a major push to get Windows users to embrace the security-focused overhaul to its XP computer operating system.,Sci_Tech,windows xp service pack answer guide microsoft make major push window user embrace securityfocuse overhaul xp computer operating system,19
"US to withdraw up to 70,000 troops from Europe and Asia: Bush (AFP). AFP - The United States will withdraw up to 70,000 troops from Europe and Asia over the next decade, President George W. Bush said, in a move aimed at increasing the capability to fight the ""war on terror"" and meet other new threats.",World,withdraw troop europe asia bush afp afp united states withdraw troop europe asia decade president george w bush say aim increase capability fight war terror meet new threat,28
"Bucs owner ups stake in soccer powerhouse. LONDON Tampa Bay Buccaneers owner Malcolm Glazer has added to his Manchester United holdings for the third straight day, continuing to fuel speculation of a takeover bid.",Sports,bucs owner up stake soccer powerhouse london tampa bay buccaneer owner malcolm glazer add manchester united holdings straight day continue fuel speculation takeover bid,24
"Wal-Mart September Sales Up 2.4 Percent. Wal-Mart Stores Inc. (WMT.N: Quote, Profile, Research) , the world #39;s largest retailer, on Thursday said sales at stores open at least a year rose 2.4 percent in September, slightly higher",Business,walmart september sale percent walmart stores inc wmtn quote profile research world s large retailer thursday say sale store open year rise percent september slightly higher,26
"Angels stun A #39;s, need one more to clinch. In a way, he was the guy who started the whole mess, simply by setting foot on the field. Just following orders, Alfredo Amezaga innocently came on to pinch run Sept.",Sports,angels stun s need clinch way guy start mess simply set foot field follow order alfredo amezaga innocently come pinch run sept,22
"Breeding Captive Elephants Is Difficult (AP). AP - Elephants in zoos are living as long as those in the wild, but their population in captivity is dwindling because it is so difficult to breed them, according to studies released Friday.",Sci_Tech,breed captive elephant difficult ap ap elephant zoo live long wild population captivity dwindle difficult breed accord study release friday,20
Napster Founder Heads In New Direction. It is a licensed file-sharing service with almost an unlimited selection of tracks that will give record labels a degree of control over file-sharing.,Sci_Tech,napster founder head new direction licensed fileshare service unlimited selection track record label degree control fileshare,16
"Brands fight for Games dollars. While Chinese athletics were striving for gold at the Athens Olympics, Chinese companies and international firms are competing for the business chances offered by the Games.",Sports,brand fight game dollar chinese athletic strive gold athens olympics chinese company international firm compete business chance offer game,19
"Newfound Comet Set for Winter Display (SPACE.com). SPACE.com - Donald Machholz of Colfax, California, an optician who has been interested in astronomy since age eight, discovered nine comet from 1978 through 1994. He has since spent 1,457 hours scanning the skies for other comets, without any luck.",Sci_Tech,newfound comet set winter display spacecom spacecom donald machholz colfax california optician interested astronomy age discover comet spend hour scan sky comet luck,23
"McLeish guilty of unsettling tried formula. Twenty-four hours on, Rangers #39; removal from the UEFA Cup seemed no less of an embarrassment at Ibrox. The 2-0 defeat to Auxerre on Wednesday night revealed a multitude of failings, and not all of them were",Sports,mcleish guilty unsettling tried formula twentyfour hour ranger removal uefa cup embarrassment ibrox defeat auxerre wednesday night reveal multitude failing,20
"Egypt, Israel Ink Trade Deal with US. Israel, Egypt, and the United States signed a trade agreement that a senior US official called the most significant trade pact between Egypt and Israel in the past 20 years.",World,egypt israel ink trade deal israel egypt united states sign trade agreement senior official call significant trade pact egypt israel past year,22
"Toys 'R' Us banks on strategy . With one week left until Christmas, customers can still find some of the season's hottest toys, like Dora's Talking House and Bella Dancerella, a ballet kit, at Toys ""R"" Us Inc. But it's a different story at rival Wal-Mart Stores Inc. , whose inventory of many of the popular items has been depleted.",Business,toy r bank strategy week leave christmas customer find season hot toy like doras talk house bella dancerella ballet kit toy r inc different story rival walmart stores inc inventory popular item deplete,33
"US consumers tighten purse strings in August. US consumer spending, a key pillar of the nation #39;s economy, was flat in August as Americans reacted to surging gasoline prices.",Business,consumer tighten purse string august consumer spending key pillar nation s economy flat august americans react surge gasoline price,19
"J.C. Penney Posts Second-Quarter Profit (Reuters). Reuters - Department store operator J.C. Penney Co. Inc. (JCP.N) on Tuesday posted a second-quarter profit, reversing a year-earlier loss, helped by inventory controls and strong department store sales.",Business,jc penney post secondquarter profit reuters reuters department store operator jc penney co inc jcpn tuesday post secondquarter profit reverse yearearli loss help inventory control strong department store sale,29
"Pacers are at a loss. All the injuries and Ron Artest's benching finally caught up with Indiana. Elton Brand had 19 points and 16 rebounds and the Los Angeles Clippers took control of the lethargic Pacers from the start in a 102-68 win last night, the worst home loss in franchise history.",Sports,pacer loss injury ron artest bench finally catch indiana elton brand point rebound los angeles clipper take control lethargic pacer start win night bad home loss franchise history,28
